SOUND,VOICING,SEGMENT,SEGMENT3,SEGMENT2,STOP,SEGMENT4,STIMULUS,GENERAL_TYPE,PLACE,TYPE,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,SpaceBar.keys,SpaceBar.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,participant,Gender,Age,frameRate,OtherLanguages,NativeLanguage,expName,date,
,,,,,,,,,,,,,,,,,,,space,1.80620884895,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/buda.wav,yes,b,d,u,yes,a,buda,Training,bilabial,TrainingItems,0,0,0,28,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/vava.wav,yes,v,v,a,no,a,vava,Training,bilabial,TrainingItems,0,1,1,88,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/fisi.wav,no,f,s,i,no,i,fisi,Training,bilabial,TrainingItems,0,2,2,42,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/dibi.wav,yes,d,b,i,yes,i,dibi,Training,alveolar,TrainingItems,0,3,3,91,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/fifi.wav,no,f,f,i,no,i,fifi,Training,bilabial,TrainingItems,0,4,4,35,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/sasi.wav,no,s,s,a,no,i,sasi,Training,alveolar,TrainingItems,0,5,5,0,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/tata.wav,no,t,t,a,yes,a,tata,Training,alveolar,TrainingItems,0,6,6,39,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/vizi.wav,yes,v,z,i,no,i,vizi,Training,bilabial,TrainingItems,0,7,7,97,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/sifi.wav,no,s,f,i,no,i,sifi,Training,alveolar,TrainingItems,0,8,8,7,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/tuta.wav,no,t,t,u,yes,a,tuta,Training,alveolar,TrainingItems,0,9,9,69,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/sufa.wav,no,s,f,u,no,a,sufa,Training,alveolar,TrainingItems,0,10,10,45,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/duda.wav,yes,d,d,u,yes,a,duda,Training,alveolar,TrainingItems,0,11,11,67,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/viva.wav,yes,v,v,i,no,a,viva,Training,bilabial,TrainingItems,0,12,12,9,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/bibi.wav,yes,b,b,i,yes,i,bibi,Training,bilabial,TrainingItems,0,13,13,98,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/bidu.wav,yes,b,d,i,yes,u,bidu,Training,bilabial,TrainingItems,0,14,14,77,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/dudu.wav,yes,d,d,u,yes,u,dudu,Training,alveolar,TrainingItems,0,15,15,82,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/bubu.wav,yes,b,b,u,yes,u,bubu,Training,bilabial,TrainingItems,0,16,16,54,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/susu.wav,no,s,s,u,no,u,susu,Training,alveolar,TrainingItems,0,17,17,27,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/fasa.wav,no,f,s,a,no,a,fasa,Training,bilabial,TrainingItems,0,18,18,49,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/zuvu.wav,yes,z,v,u,no,u,zuvu,Training,alveolar,TrainingItems,0,19,19,85,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/bubi.wav,yes,b,b,u,yes,i,bubi,Training,bilabial,TrainingItems,0,20,20,89,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/bada.wav,yes,b,d,a,yes,a,bada,Training,bilabial,TrainingItems,0,21,21,33,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/dabu.wav,yes,d,b,a,yes,u,dabu,Training,alveolar,TrainingItems,0,22,22,47,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/pupa.wav,no,p,p,u,yes,a,pupa,Training,bilabial,TrainingItems,0,23,23,41,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/vaza.wav,yes,v,z,a,no,a,vaza,Training,bilabial,TrainingItems,0,24,24,2,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/biba.wav,yes,b,b,i,yes,a,biba,Training,bilabial,TrainingItems,0,25,25,86,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/sifa.wav,no,s,f,i,no,a,sifa,Training,alveolar,TrainingItems,0,26,26,38,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/vazi.wav,yes,v,z,a,no,i,vazi,Training,bilabial,TrainingItems,0,27,27,30,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/fasu.wav,no,f,s,a,no,u,fasu,Training,bilabial,TrainingItems,0,28,28,57,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/vuza.wav,yes,v,z,u,no,a,vuza,Training,bilabial,TrainingItems,0,29,29,55,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/ziza.wav,yes,z,z,i,no,a,ziza,Training,alveolar,TrainingItems,0,30,30,79,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/safi.wav,no,s,f,a,no,i,safi,Training,alveolar,TrainingItems,0,31,31,56,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/vuva.wav,yes,v,v,u,no,a,vuva,Training,bilabial,TrainingItems,0,32,32,16,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/zaza.wav,yes,z,z,a,no,a,zaza,Training,alveolar,TrainingItems,0,33,33,50,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/titu.wav,no,t,t,i,yes,u,titu,Training,alveolar,TrainingItems,0,34,34,31,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/sisa.wav,no,s,s,i,no,a,sisa,Training,alveolar,TrainingItems,0,35,35,18,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/vuvu.wav,yes,v,v,u,no,u,vuvu,Training,bilabial,TrainingItems,0,36,36,62,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/papu.wav,no,p,p,a,yes,u,papu,Training,bilabial,TrainingItems,0,37,37,40,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/dibu.wav,yes,d,b,i,yes,u,dibu,Training,alveolar,TrainingItems,0,38,38,29,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/vavu.wav,yes,v,v,a,no,u,vavu,Training,bilabial,TrainingItems,0,39,39,8,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/tita.wav,no,t,t,i,yes,a,tita,Training,alveolar,TrainingItems,0,40,40,23,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/vivu.wav,yes,v,v,i,no,u,vivu,Training,bilabial,TrainingItems,0,41,41,24,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/fusi.wav,no,f,s,u,no,i,fusi,Training,bilabial,TrainingItems,0,42,42,93,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/zuzu.wav,yes,z,z,u,no,u,zuzu,Training,alveolar,TrainingItems,0,43,43,12,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/dida.wav,yes,d,d,i,yes,a,dida,Training,alveolar,TrainingItems,0,44,44,66,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/dubu.wav,yes,d,b,u,yes,u,dubu,Training,alveolar,TrainingItems,0,45,45,74,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/viza.wav,yes,v,z,i,no,a,viza,Training,bilabial,TrainingItems,0,46,46,65,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/fifa.wav,no,f,f,i,no,a,fifa,Training,bilabial,TrainingItems,0,47,47,92,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/buba.wav,yes,b,b,u,yes,a,buba,Training,bilabial,TrainingItems,0,48,48,70,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/zivi.wav,yes,z,v,i,no,i,zivi,Training,alveolar,TrainingItems,0,49,49,76,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/zavu.wav,yes,z,v,a,no,u,zavu,Training,alveolar,TrainingItems,0,50,50,14,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/daba.wav,yes,d,b,a,yes,a,daba,Training,alveolar,TrainingItems,0,51,51,63,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/sasa.wav,no,s,s,a,no,a,sasa,Training,alveolar,TrainingItems,0,52,52,71,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/sasu.wav,no,s,s,a,no,u,sasu,Training,alveolar,TrainingItems,0,53,53,19,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/pupu.wav,no,p,p,u,yes,u,pupu,Training,bilabial,TrainingItems,0,54,54,61,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/vivi.wav,yes,v,v,i,no,i,vivi,Training,bilabial,TrainingItems,0,55,55,64,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/babi.wav,yes,b,b,a,yes,i,babi,Training,bilabial,TrainingItems,0,56,56,15,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/fifu.wav,no,f,f,i,no,u,fifu,Training,bilabial,TrainingItems,0,57,57,13,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/zuvi.wav,yes,z,v,u,no,i,zuvi,Training,alveolar,TrainingItems,0,58,58,68,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/fafa.wav,no,f,f,a,no,a,fafa,Training,bilabial,TrainingItems,0,59,59,37,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/vizu.wav,yes,v,z,i,no,u,vizu,Training,bilabial,TrainingItems,0,60,60,10,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/babu.wav,yes,b,b,a,yes,u,babu,Training,bilabial,TrainingItems,0,61,61,11,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/badi.wav,yes,b,d,a,yes,i,badi,Training,bilabial,TrainingItems,0,62,62,48,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/fafi.wav,no,f,f,a,no,i,fafi,Training,bilabial,TrainingItems,0,63,63,72,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/sisi.wav,no,s,s,i,no,i,sisi,Training,alveolar,TrainingItems,0,64,64,53,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/bida.wav,yes,b,d,i,yes,a,bida,Training,bilabial,TrainingItems,0,65,65,90,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/zava.wav,yes,z,v,a,no,a,zava,Training,alveolar,TrainingItems,0,66,66,25,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/fufi.wav,no,f,f,u,no,i,fufi,Training,bilabial,TrainingItems,0,67,67,26,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/zuza.wav,yes,z,z,u,no,a,zuza,Training,alveolar,TrainingItems,0,68,68,58,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/didi.wav,yes,d,d,i,yes,i,didi,Training,alveolar,TrainingItems,0,69,69,3,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/zazi.wav,yes,z,z,a,no,i,zazi,Training,alveolar,TrainingItems,0,70,70,83,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
Recordings/susa.wav,no,s,s,u,no,a,susa,Training,alveolar,TrainingItems,0,71,71,96,,,,,,,,,,,10,F,20,59.8211201456,,American English,VSH_Exp2,2015_Mar_26_1755,
