SOUND,VOICING,SEGMENT,SEGMENT3,SEGMENT2,STOP,SEGMENT4,STIMULUS,GENERAL_TYPE,PLACE,TYPE,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,SpaceBar.keys,SpaceBar.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,participant,Gender,Age,frameRate,OtherLanguages,NativeLanguage,expName,date,
,,,,,,,,,,,,,,,,,,,space,2.75389695168,,,,,32,F,19,59.8945851737,A little spanish and portuguese,American English,VSH_Exp2,2015_Sep_30_1707,
Recordings/vavi.wav,yes,v,v,a,no,i,vavi,Training,bilabial,TrainingItems,0,0,0,78,,,,,,,,,,,32,F,19,59.8945851737,A little spanish and portuguese,American English,VSH_Exp2,2015_Sep_30_1707,
Recordings/fufi.wav,no,f,f,u,no,i,fufi,Training,bilabial,TrainingItems,0,1,1,40,,,,,,,,,,,32,F,19,59.8945851737,A little spanish and portuguese,American English,VSH_Exp2,2015_Sep_30_1707,
Recordings/didu.wav,yes,d,d,i,yes,u,didu,Training,alveolar,TrainingItems,0,2,2,83,,,,,,,,,,,32,F,19,59.8945851737,A little spanish and portuguese,American English,VSH_Exp2,2015_Sep_30_1707,
Recordings/bida.wav,yes,b,d,i,yes,a,bida,Training,bilabial,TrainingItems,0,3,3,0,,,,,,,,,,,32,F,19,59.8945851737,A little spanish and portuguese,American English,VSH_Exp2,2015_Sep_30_1707,
Recordings/badi.wav,yes,b,d,a,yes,i,badi,Training,bilabial,TrainingItems,0,4,4,95,,,,,,,,,,,32,F,19,59.8945851737,A little spanish and portuguese,American English,VSH_Exp2,2015_Sep_30_1707,
Recordings/titu.wav,no,t,t,i,yes,u,titu,Training,alveolar,TrainingItems,0,5,5,21,,,,,,,,,,,32,F,19,59.8945851737,A little spanish and portuguese,American English,VSH_Exp2,2015_Sep_30_1707,
Recordings/pita.wav,no,p,t,i,yes,a,pita,Training,bilabial,TrainingItems,0,6,6,45,,,,,,,,,,,32,F,19,59.8945851737,A little spanish and portuguese,American English,VSH_Exp2,2015_Sep_30_1707,
Recordings/vuvu.wav,yes,v,v,u,no,u,vuvu,Training,bilabial,TrainingItems,0,7,7,82,,,,,,,,,,,32,F,19,59.8945851737,A little spanish and portuguese,American English,VSH_Exp2,2015_Sep_30_1707,
Recordings/baba.wav,yes,b,b,a,yes,a,baba,Training,bilabial,TrainingItems,0,8,8,46,,,,,,,,,,,32,F,19,59.8945851737,A little spanish and portuguese,American English,VSH_Exp2,2015_Sep_30_1707,
