SOUND,VOICING,SEGMENT,SEGMENT3,SEGMENT2,STOP,SEGMENT4,STIMULUS,GENERAL_TYPE,PLACE,TYPE,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,SpaceBar.keys,SpaceBar.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,participant,Gender,Age,frameRate,OtherLanguages,NativeLanguage,expName,date,
,,,,,,,,,,,,,,,,,,,space,5.41692900658,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/bida.wav,yes,b,d,i,yes,a,bida,Training,bilabial,TrainingItems,0,0,0,95,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/susa.wav,no,s,s,u,no,a,susa,Training,alveolar,TrainingItems,0,1,1,22,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/zizu.wav,yes,z,z,i,no,u,zizu,Training,alveolar,TrainingItems,0,2,2,76,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/tata.wav,no,t,t,a,yes,a,tata,Training,alveolar,TrainingItems,0,3,3,35,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/dadi.wav,yes,d,d,a,yes,i,dadi,Training,alveolar,TrainingItems,0,4,4,43,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/sifi.wav,no,s,f,i,no,i,sifi,Training,alveolar,TrainingItems,0,5,5,66,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/bada.wav,yes,b,d,a,yes,a,bada,Training,bilabial,TrainingItems,0,6,6,70,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/pipa.wav,no,p,p,i,yes,a,pipa,Training,bilabial,TrainingItems,0,7,7,67,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/zuzu.wav,yes,z,z,u,no,u,zuzu,Training,alveolar,TrainingItems,0,8,8,80,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/fifi.wav,no,f,f,i,no,i,fifi,Training,bilabial,TrainingItems,0,9,9,64,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/sasa.wav,no,s,s,a,no,a,sasa,Training,alveolar,TrainingItems,0,10,10,84,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/dida.wav,yes,d,d,i,yes,a,dida,Training,alveolar,TrainingItems,0,11,11,51,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/dubi.wav,yes,d,b,u,yes,i,dubi,Training,alveolar,TrainingItems,0,12,12,90,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/tuta.wav,no,t,t,u,yes,a,tuta,Training,alveolar,TrainingItems,0,13,13,46,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/tatu.wav,no,t,t,a,yes,u,tatu,Training,alveolar,TrainingItems,0,14,14,2,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/titi.wav,no,t,t,i,yes,i,titi,Training,alveolar,TrainingItems,0,15,15,11,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/sasi.wav,no,s,s,a,no,i,sasi,Training,alveolar,TrainingItems,0,16,16,94,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/pupi.wav,no,p,p,u,yes,i,pupi,Training,bilabial,TrainingItems,0,17,17,53,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/vuva.wav,yes,v,v,u,no,a,vuva,Training,bilabial,TrainingItems,0,18,18,13,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/safa.wav,no,s,f,a,no,a,safa,Training,alveolar,TrainingItems,0,19,19,97,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/fisa.wav,no,f,s,i,no,a,fisa,Training,bilabial,TrainingItems,0,20,20,27,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/pupu.wav,no,p,p,u,yes,u,pupu,Training,bilabial,TrainingItems,0,21,21,15,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/vazi.wav,yes,v,z,a,no,i,vazi,Training,bilabial,TrainingItems,0,22,22,3,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/daba.wav,yes,d,b,a,yes,a,daba,Training,alveolar,TrainingItems,0,23,23,21,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
Recordings/dibi.wav,yes,d,b,i,yes,i,dibi,Training,alveolar,TrainingItems,0,24,24,23,,,,,,,,,,,18,M,22,59.8186459774,Spanish,American English,VSH_Exp2,2015_Jun_16_1807,
