SOUND,VOICING,SEGMENT,SEGMENT3,SEGMENT2,STOP,SEGMENT4,STIMULUS,GENERAL_TYPE,PLACE,TYPE,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,SpaceBar.keys,SpaceBar.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,participant,Gender,Age,frameRate,OtherLanguages,NativeLanguage,expName,date,
,,,,,,,,,,,,,,,,,,,space,11.7863578796,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/vivu.wav,yes,v,v,i,no,u,vivu,Training,bilabial,TrainingItems,0,0,0,37,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/biba.wav,yes,b,b,i,yes,a,biba,Training,bilabial,TrainingItems,0,1,1,24,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/sasu.wav,no,s,s,a,no,u,sasu,Training,alveolar,TrainingItems,0,2,2,73,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/fufa.wav,no,f,f,u,no,a,fufa,Training,bilabial,TrainingItems,0,3,3,23,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/zivi.wav,yes,z,v,i,no,i,zivi,Training,alveolar,TrainingItems,0,4,4,39,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/dubi.wav,yes,d,b,u,yes,i,dubi,Training,alveolar,TrainingItems,0,5,5,0,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/dibu.wav,yes,d,b,i,yes,u,dibu,Training,alveolar,TrainingItems,0,6,6,81,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/badi.wav,yes,b,d,a,yes,i,badi,Training,bilabial,TrainingItems,0,7,7,8,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/dibi.wav,yes,d,b,i,yes,i,dibi,Training,alveolar,TrainingItems,0,8,8,50,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/ziva.wav,yes,z,v,i,no,a,ziva,Training,alveolar,TrainingItems,0,9,9,22,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/tipu.wav,no,t,p,i,yes,u,tipu,Training,alveolar,TrainingItems,0,10,10,89,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/babi.wav,yes,b,b,a,yes,i,babi,Training,bilabial,TrainingItems,0,11,11,65,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/dudu.wav,yes,d,d,u,yes,u,dudu,Training,alveolar,TrainingItems,0,12,12,43,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/sisa.wav,no,s,s,i,no,a,sisa,Training,alveolar,TrainingItems,0,13,13,38,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/patu.wav,no,p,t,a,yes,u,patu,Training,bilabial,TrainingItems,0,14,14,34,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/putu.wav,no,p,t,u,yes,u,putu,Training,bilabial,TrainingItems,0,15,15,4,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/sifu.wav,no,s,f,i,no,u,sifu,Training,alveolar,TrainingItems,0,16,16,59,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/bidi.wav,yes,b,d,i,yes,i,bidi,Training,bilabial,TrainingItems,0,17,17,16,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/papa.wav,no,p,p,a,yes,a,papa,Training,bilabial,TrainingItems,0,18,18,28,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/dubu.wav,yes,d,b,u,yes,u,dubu,Training,alveolar,TrainingItems,0,19,19,99,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/safi.wav,no,s,f,a,no,i,safi,Training,alveolar,TrainingItems,0,20,20,51,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/budi.wav,yes,b,d,u,yes,i,budi,Training,bilabial,TrainingItems,0,21,21,90,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/zavi.wav,yes,z,v,a,no,i,zavi,Training,alveolar,TrainingItems,0,22,22,46,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/fisi.wav,no,f,s,i,no,i,fisi,Training,bilabial,TrainingItems,0,23,23,53,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/pita.wav,no,p,t,i,yes,a,pita,Training,bilabial,TrainingItems,0,24,24,47,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/zizi.wav,yes,z,z,i,no,i,zizi,Training,alveolar,TrainingItems,0,25,25,49,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/vazi.wav,yes,v,z,a,no,i,vazi,Training,bilabial,TrainingItems,0,26,26,72,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/dabu.wav,yes,d,b,a,yes,u,dabu,Training,alveolar,TrainingItems,0,27,27,35,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/buda.wav,yes,b,d,u,yes,a,buda,Training,bilabial,TrainingItems,0,28,28,97,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/dadu.wav,yes,d,d,a,yes,u,dadu,Training,alveolar,TrainingItems,0,29,29,25,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/tipa.wav,no,t,p,i,yes,a,tipa,Training,alveolar,TrainingItems,0,30,30,56,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/tupi.wav,no,t,p,u,yes,i,tupi,Training,alveolar,TrainingItems,0,31,31,48,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/zivu.wav,yes,z,v,i,no,u,zivu,Training,alveolar,TrainingItems,0,32,32,63,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/papu.wav,no,p,p,a,yes,u,papu,Training,bilabial,TrainingItems,0,33,33,15,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/budu.wav,yes,b,d,u,yes,u,budu,Training,bilabial,TrainingItems,0,34,34,85,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/tata.wav,no,t,t,a,yes,a,tata,Training,alveolar,TrainingItems,0,35,35,78,,,,,,,,,,,25,F,19,59.8017588484,,American English,FeatureLearning,2015_Feb_23_1911,
