SOUND,VOICING,SEGMENT,SEGMENT3,SEGMENT2,STOP,SEGMENT4,STIMULUS,GENERAL_TYPE,PLACE,TYPE,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,SpaceBar.keys,SpaceBar.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,participant,Gender,Age,frameRate,OtherLanguages,NativeLanguage,expName,date,
,,,,,,,,,,,,,,,,,,,space,39.6201050282,,,,,12,F,37,59.8555237478,no,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/zavi.wav,yes,z,v,a,no,i,zavi,Training,alveolar,TrainingItems,0,0,0,37,,,,,,,,,,,12,F,37,59.8555237478,no,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/puti.wav,no,p,t,u,yes,i,puti,Training,bilabial,TrainingItems,0,1,1,51,,,,,,,,,,,12,F,37,59.8555237478,no,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/dada.wav,yes,d,d,a,yes,a,dada,Training,alveolar,TrainingItems,0,2,2,42,,,,,,,,,,,12,F,37,59.8555237478,no,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/ziva.wav,yes,z,v,i,no,a,ziva,Training,alveolar,TrainingItems,0,3,3,89,,,,,,,,,,,12,F,37,59.8555237478,no,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/zivu.wav,yes,z,v,i,no,u,zivu,Training,alveolar,TrainingItems,0,4,4,79,,,,,,,,,,,12,F,37,59.8555237478,no,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/fisu.wav,no,f,s,i,no,u,fisu,Training,bilabial,TrainingItems,0,5,5,31,,,,,,,,,,,12,F,37,59.8555237478,no,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/vuzu.wav,yes,v,z,u,no,u,vuzu,Training,bilabial,TrainingItems,0,6,6,60,,,,,,,,,,,12,F,37,59.8555237478,no,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/pipa.wav,no,p,p,i,yes,a,pipa,Training,bilabial,TrainingItems,0,7,7,97,,,,,,,,,,,12,F,37,59.8555237478,no,American English,FeatureLearning,2015_Feb_23_1911,
Recordings/zivi.wav,yes,z,v,i,no,i,zivi,Training,alveolar,TrainingItems,0,8,8,70,,,,,,,,,,,12,F,37,59.8555237478,no,American English,FeatureLearning,2015_Feb_23_1911,
