"SOUND","VOICING","SEGMENT","SEGMENT3","SEGMENT2","STOP","SEGMENT4","STIMULUS","GENERAL_TYPE","PLACE","TYPE","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","SpaceBar.keys","SpaceBar.rt","key_resp_2.keys","key_resp_2.rt","rating.response","rating.rt","participant","Gender","Age","frameRate","OtherLanguages","NativeLanguage","expName","date","X34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"space",1.45274186134,NA,NA,NA,NA,127,FALSE,21,59.9732041872,"French, Japanese","American English","VSH_Exp2","2016_Mar_24_1419",NA
"Recordings/tipa.wav","no","t","p","i","yes","a","tipa","Training","alveolar","TrainingItems",0,0,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,FALSE,21,59.9732041872,"French, Japanese","American English","VSH_Exp2","2016_Mar_24_1419",NA
"Recordings/sasi.wav","no","s","s","a","no","i","sasi","Training","alveolar","TrainingItems",0,1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,FALSE,21,59.9732041872,"French, Japanese","American English","VSH_Exp2","2016_Mar_24_1419",NA
"Recordings/tuti.wav","no","t","t","u","yes","i","tuti","Training","alveolar","TrainingItems",0,2,2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,FALSE,21,59.9732041872,"French, Japanese","American English","VSH_Exp2","2016_Mar_24_1419",NA
"Recordings/vuvu.wav","yes","v","v","u","no","u","vuvu","Training","bilabial","TrainingItems",0,3,3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,FALSE,21,59.9732041872,"French, Japanese","American English","VSH_Exp2","2016_Mar_24_1419",NA
"Recordings/bidu.wav","yes","b","d","i","yes","u","bidu","Training","bilabial","TrainingItems",0,4,4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,FALSE,21,59.9732041872,"French, Japanese","American English","VSH_Exp2","2016_Mar_24_1419",NA
"Recordings/tapi.wav","no","t","p","a","yes","i","tapi","Training","alveolar","TrainingItems",0,5,5,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,FALSE,21,59.9732041872,"French, Japanese","American English","VSH_Exp2","2016_Mar_24_1419",NA
"Recordings/dabu.wav","yes","d","b","a","yes","u","dabu","Training","alveolar","TrainingItems",0,6,6,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,FALSE,21,59.9732041872,"French, Japanese","American English","VSH_Exp2","2016_Mar_24_1419",NA
"Recordings/fafi.wav","no","f","f","a","no","i","fafi","Training","bilabial","TrainingItems",0,7,7,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,FALSE,21,59.9732041872,"French, Japanese","American English","VSH_Exp2","2016_Mar_24_1419",NA
"Recordings/daba.wav","yes","d","b","a","yes","a","daba","Training","alveolar","TrainingItems",0,8,8,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,FALSE,21,59.9732041872,"French, Japanese","American English","VSH_Exp2","2016_Mar_24_1419",NA
