"SOUND","VOICING","SEGMENT","SEGMENT3","SEGMENT2","STOP","SEGMENT4","STIMULUS","GENERAL_TYPE","PLACE","TYPE","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","SpaceBar.keys","SpaceBar.rt","key_resp_2.keys","key_resp_2.rt","rating.response","rating.rt","participant","Gender","Age","frameRate","OtherLanguages","NativeLanguage","expName","date","X34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"space",1.26860404015,NA,NA,NA,NA,134,FALSE,20,59.954172831,NA,"American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/zizi.wav","yes","z","z","i","no","i","zizi","Training","alveolar","TrainingItems",0,0,0,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,FALSE,20,59.954172831,NA,"American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/zuzi.wav","yes","z","z","u","no","i","zuzi","Training","alveolar","TrainingItems",0,1,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,FALSE,20,59.954172831,NA,"American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/tita.wav","no","t","t","i","yes","a","tita","Training","alveolar","TrainingItems",0,2,2,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,FALSE,20,59.954172831,NA,"American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/vuzi.wav","yes","v","z","u","no","i","vuzi","Training","bilabial","TrainingItems",0,3,3,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,FALSE,20,59.954172831,NA,"American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/bibi.wav","yes","b","b","i","yes","i","bibi","Training","bilabial","TrainingItems",0,4,4,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,FALSE,20,59.954172831,NA,"American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/zivi.wav","yes","z","v","i","no","i","zivi","Training","alveolar","TrainingItems",0,5,5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,FALSE,20,59.954172831,NA,"American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/pipi.wav","no","p","p","i","yes","i","pipi","Training","bilabial","TrainingItems",0,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,FALSE,20,59.954172831,NA,"American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/zavu.wav","yes","z","v","a","no","u","zavu","Training","alveolar","TrainingItems",0,7,7,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,FALSE,20,59.954172831,NA,"American English","VSH_Exp2","2016_Mar_24_1518",NA
"Recordings/didi.wav","yes","d","d","i","yes","i","didi","Training","alveolar","TrainingItems",0,8,8,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,FALSE,20,59.954172831,NA,"American English","VSH_Exp2","2016_Mar_24_1518",NA
