"SOUND","VOICING","SEGMENT","SEGMENT3","SEGMENT2","STOP","SEGMENT4","STIMULUS","GENERAL_TYPE","PLACE","TYPE","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","SpaceBar.keys","SpaceBar.rt","key_resp_2.keys","key_resp_2.rt","rating.response","rating.rt","participant","Gender","Age","frameRate","OtherLanguages","NativeLanguage","expName","date","X34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"space",1.78553199768,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/bibi.wav","yes","b","b","i","yes","i","bibi","Training","bilabial","TrainingItems",0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/tipa.wav","no","t","p","i","yes","a","tipa","Training","alveolar","TrainingItems",0,1,1,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/susi.wav","no","s","s","u","no","i","susi","Training","alveolar","TrainingItems",0,2,2,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/duda.wav","yes","d","d","u","yes","a","duda","Training","alveolar","TrainingItems",0,3,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/fifa.wav","no","f","f","i","no","a","fifa","Training","bilabial","TrainingItems",0,4,4,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/fufa.wav","no","f","f","u","no","a","fufa","Training","bilabial","TrainingItems",0,5,5,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/papu.wav","no","p","p","a","yes","u","papu","Training","bilabial","TrainingItems",0,6,6,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/pipa.wav","no","p","p","i","yes","a","pipa","Training","bilabial","TrainingItems",0,7,7,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/dudu.wav","yes","d","d","u","yes","u","dudu","Training","alveolar","TrainingItems",0,8,8,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/pupi.wav","no","p","p","u","yes","i","pupi","Training","bilabial","TrainingItems",0,9,9,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/zava.wav","yes","z","v","a","no","a","zava","Training","alveolar","TrainingItems",0,10,10,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/vuzu.wav","yes","v","z","u","no","u","vuzu","Training","bilabial","TrainingItems",0,11,11,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/tati.wav","no","t","t","a","yes","i","tati","Training","alveolar","TrainingItems",0,12,12,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/vazu.wav","yes","v","z","a","no","u","vazu","Training","bilabial","TrainingItems",0,13,13,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/tupa.wav","no","t","p","u","yes","a","tupa","Training","alveolar","TrainingItems",0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/titi.wav","no","t","t","i","yes","i","titi","Training","alveolar","TrainingItems",0,15,15,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/vavu.wav","yes","v","v","a","no","u","vavu","Training","bilabial","TrainingItems",0,16,16,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/pupa.wav","no","p","p","u","yes","a","pupa","Training","bilabial","TrainingItems",0,17,17,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/zazi.wav","yes","z","z","a","no","i","zazi","Training","alveolar","TrainingItems",0,18,18,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/ziza.wav","yes","z","z","i","no","a","ziza","Training","alveolar","TrainingItems",0,19,19,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/duba.wav","yes","d","b","u","yes","a","duba","Training","alveolar","TrainingItems",0,20,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/dubi.wav","yes","d","b","u","yes","i","dubi","Training","alveolar","TrainingItems",0,21,21,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/dada.wav","yes","d","d","a","yes","a","dada","Training","alveolar","TrainingItems",0,22,22,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/viza.wav","yes","v","z","i","no","a","viza","Training","bilabial","TrainingItems",0,23,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/dida.wav","yes","d","d","i","yes","a","dida","Training","alveolar","TrainingItems",0,24,24,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/babu.wav","yes","b","b","a","yes","u","babu","Training","bilabial","TrainingItems",0,25,25,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/zaza.wav","yes","z","z","a","no","a","zaza","Training","alveolar","TrainingItems",0,26,26,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/zuva.wav","yes","z","v","u","no","a","zuva","Training","alveolar","TrainingItems",0,27,27,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/sisa.wav","no","s","s","i","no","a","sisa","Training","alveolar","TrainingItems",0,28,28,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/tipi.wav","no","t","p","i","yes","i","tipi","Training","alveolar","TrainingItems",0,29,29,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/vuzi.wav","yes","v","z","u","no","i","vuzi","Training","bilabial","TrainingItems",0,30,30,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/vavi.wav","yes","v","v","a","no","i","vavi","Training","bilabial","TrainingItems",0,31,31,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/zivu.wav","yes","z","v","i","no","u","zivu","Training","alveolar","TrainingItems",0,32,32,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/zizi.wav","yes","z","z","i","no","i","zizi","Training","alveolar","TrainingItems",0,33,33,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/fafa.wav","no","f","f","a","no","a","fafa","Training","bilabial","TrainingItems",0,34,34,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/vuza.wav","yes","v","z","u","no","a","vuza","Training","bilabial","TrainingItems",0,35,35,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/baba.wav","yes","b","b","a","yes","a","baba","Training","bilabial","TrainingItems",0,36,36,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/tupi.wav","no","t","p","u","yes","i","tupi","Training","alveolar","TrainingItems",0,37,37,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/fafi.wav","no","f","f","a","no","i","fafi","Training","bilabial","TrainingItems",0,38,38,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/tutu.wav","no","t","t","u","yes","u","tutu","Training","alveolar","TrainingItems",0,39,39,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/sasi.wav","no","s","s","a","no","i","sasi","Training","alveolar","TrainingItems",0,40,40,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/fufu.wav","no","f","f","u","no","u","fufu","Training","bilabial","TrainingItems",0,41,41,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/sasu.wav","no","s","s","a","no","u","sasu","Training","alveolar","TrainingItems",0,42,42,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/ziva.wav","yes","z","v","i","no","a","ziva","Training","alveolar","TrainingItems",0,43,43,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/zuvu.wav","yes","z","v","u","no","u","zuvu","Training","alveolar","TrainingItems",0,44,44,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/bidi.wav","yes","b","d","i","yes","i","bidi","Training","bilabial","TrainingItems",0,45,45,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/puta.wav","no","p","t","u","yes","a","puta","Training","bilabial","TrainingItems",0,46,46,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/fufi.wav","no","f","f","u","no","i","fufi","Training","bilabial","TrainingItems",0,47,47,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/vivu.wav","yes","v","v","i","no","u","vivu","Training","bilabial","TrainingItems",0,48,48,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/tapu.wav","no","t","p","a","yes","u","tapu","Training","alveolar","TrainingItems",0,49,49,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/vuva.wav","yes","v","v","u","no","a","vuva","Training","bilabial","TrainingItems",0,50,50,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/dabi.wav","yes","d","b","a","yes","i","dabi","Training","alveolar","TrainingItems",0,51,51,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/daba.wav","yes","d","b","a","yes","a","daba","Training","alveolar","TrainingItems",0,52,52,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/papa.wav","no","p","p","a","yes","a","papa","Training","bilabial","TrainingItems",0,53,53,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
"Recordings/susu.wav","no","s","s","u","no","u","susu","Training","alveolar","TrainingItems",0,54,54,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,18,59.8222293219,NA,"American English","VSH_Exp2","2016_Mar_02_1858",NA
