"SOUND","VOICING","SEGMENT","SEGMENT3","SEGMENT2","STOP","SEGMENT4","STIMULUS","GENERAL_TYPE","PLACE","TYPE","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","SpaceBar.keys","SpaceBar.rt","key_resp_2.keys","key_resp_2.rt","rating.response","rating.rt","participant","Gender","Age","frameRate","OtherLanguages","NativeLanguage","expName","date","X34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"space",7.94364905357,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/tipa.wav","no","t","p","i","yes","a","tipa","Training","alveolar","TrainingItems",0,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/dibi.wav","yes","d","b","i","yes","i","dibi","Training","alveolar","TrainingItems",0,1,1,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/pita.wav","no","p","t","i","yes","a","pita","Training","bilabial","TrainingItems",0,2,2,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/bubu.wav","yes","b","b","u","yes","u","bubu","Training","bilabial","TrainingItems",0,3,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/didi.wav","yes","d","d","i","yes","i","didi","Training","alveolar","TrainingItems",0,4,4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/tapa.wav","no","t","p","a","yes","a","tapa","Training","alveolar","TrainingItems",0,5,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/vuza.wav","yes","v","z","u","no","a","vuza","Training","bilabial","TrainingItems",0,6,6,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/tita.wav","no","t","t","i","yes","a","tita","Training","alveolar","TrainingItems",0,7,7,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/fifi.wav","no","f","f","i","no","i","fifi","Training","bilabial","TrainingItems",0,8,8,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/tati.wav","no","t","t","a","yes","i","tati","Training","alveolar","TrainingItems",0,9,9,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/fufi.wav","no","f","f","u","no","i","fufi","Training","bilabial","TrainingItems",0,10,10,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/vazu.wav","yes","v","z","a","no","u","vazu","Training","bilabial","TrainingItems",0,11,11,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/dibu.wav","yes","d","b","i","yes","u","dibu","Training","alveolar","TrainingItems",0,12,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/viza.wav","yes","v","z","i","no","a","viza","Training","bilabial","TrainingItems",0,13,13,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/tapu.wav","no","t","p","a","yes","u","tapu","Training","alveolar","TrainingItems",0,14,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/zava.wav","yes","z","v","a","no","a","zava","Training","alveolar","TrainingItems",0,15,15,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/susi.wav","no","s","s","u","no","i","susi","Training","alveolar","TrainingItems",0,16,16,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,19,59.9523731929,"chaldean, spanish, arabic","American English","VSH_Exp2","2016_Feb_23_1737",NA
