"SOUND","VOICING","SEGMENT","SEGMENT3","SEGMENT2","STOP","SEGMENT4","STIMULUS","GENERAL_TYPE","PLACE","TYPE","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","SpaceBar.keys","SpaceBar.rt","key_resp_2.keys","key_resp_2.rt","rating.response","rating.rt","participant","Gender","Age","frameRate","OtherLanguages","NativeLanguage","expName","date","X34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"space",2.40485191345,NA,NA,NA,NA,3,FALSE,21,59.8791938452,"French","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/vuza.wav","yes","v","z","u","no","a","vuza","Training","bilabial","TrainingItems",0,0,0,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,21,59.8791938452,"French","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/fafu.wav","no","f","f","a","no","u","fafu","Training","bilabial","TrainingItems",0,1,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,21,59.8791938452,"French","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/tuti.wav","no","t","t","u","yes","i","tuti","Training","alveolar","TrainingItems",0,2,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,21,59.8791938452,"French","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/vivi.wav","yes","v","v","i","no","i","vivi","Training","bilabial","TrainingItems",0,3,3,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,21,59.8791938452,"French","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/tati.wav","no","t","t","a","yes","i","tati","Training","alveolar","TrainingItems",0,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,21,59.8791938452,"French","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/vuva.wav","yes","v","v","u","no","a","vuva","Training","bilabial","TrainingItems",0,5,5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,21,59.8791938452,"French","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/zizu.wav","yes","z","z","i","no","u","zizu","Training","alveolar","TrainingItems",0,6,6,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,21,59.8791938452,"French","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/pupa.wav","no","p","p","u","yes","a","pupa","Training","bilabial","TrainingItems",0,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,21,59.8791938452,"French","American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/sisa.wav","no","s","s","i","no","a","sisa","Training","alveolar","TrainingItems",0,8,8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,21,59.8791938452,"French","American English","VSH_Exp2","2016_Feb_23_1737",NA
