"SOUND","VOICING","SEGMENT","SEGMENT3","SEGMENT2","STOP","SEGMENT4","STIMULUS","GENERAL_TYPE","PLACE","TYPE","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","SpaceBar.keys","SpaceBar.rt","key_resp_2.keys","key_resp_2.rt","rating.response","rating.rt","participant","Gender","Age","frameRate","OtherLanguages","NativeLanguage","expName","date","X34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"space",4.02195906639,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/zivi.wav","yes","z","v","i","no","i","zivi","Training","alveolar","TrainingItems",0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/pipu.wav","no","p","p","i","yes","u","pipu","Training","bilabial","TrainingItems",0,1,1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/tupi.wav","no","t","p","u","yes","i","tupi","Training","alveolar","TrainingItems",0,2,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/tapu.wav","no","t","p","a","yes","u","tapu","Training","alveolar","TrainingItems",0,3,3,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/vizu.wav","yes","v","z","i","no","u","vizu","Training","bilabial","TrainingItems",0,4,4,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/vuvi.wav","yes","v","v","u","no","i","vuvi","Training","bilabial","TrainingItems",0,5,5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/badi.wav","yes","b","d","a","yes","i","badi","Training","bilabial","TrainingItems",0,6,6,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/vazu.wav","yes","v","z","a","no","u","vazu","Training","bilabial","TrainingItems",0,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/tupa.wav","no","t","p","u","yes","a","tupa","Training","alveolar","TrainingItems",0,8,8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/zavi.wav","yes","z","v","a","no","i","zavi","Training","alveolar","TrainingItems",0,9,9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/dida.wav","yes","d","d","i","yes","a","dida","Training","alveolar","TrainingItems",0,10,10,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/tutu.wav","no","t","t","u","yes","u","tutu","Training","alveolar","TrainingItems",0,11,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/buda.wav","yes","b","d","u","yes","a","buda","Training","bilabial","TrainingItems",0,12,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/didu.wav","yes","d","d","i","yes","u","didu","Training","alveolar","TrainingItems",0,13,13,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/sasa.wav","no","s","s","a","no","a","sasa","Training","alveolar","TrainingItems",0,14,14,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/fifi.wav","no","f","f","i","no","i","fifi","Training","bilabial","TrainingItems",0,15,15,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/fufu.wav","no","f","f","u","no","u","fufu","Training","bilabial","TrainingItems",0,16,16,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/ziva.wav","yes","z","v","i","no","a","ziva","Training","alveolar","TrainingItems",0,17,17,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/dibi.wav","yes","d","b","i","yes","i","dibi","Training","alveolar","TrainingItems",0,18,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/dubu.wav","yes","d","b","u","yes","u","dubu","Training","alveolar","TrainingItems",0,19,19,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/papi.wav","no","p","p","a","yes","i","papi","Training","bilabial","TrainingItems",0,20,20,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/fafi.wav","no","f","f","a","no","i","fafi","Training","bilabial","TrainingItems",0,21,21,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/vazi.wav","yes","v","z","a","no","i","vazi","Training","bilabial","TrainingItems",0,22,22,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/badu.wav","yes","b","d","a","yes","u","badu","Training","bilabial","TrainingItems",0,23,23,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/susu.wav","no","s","s","u","no","u","susu","Training","alveolar","TrainingItems",0,24,24,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/dadu.wav","yes","d","d","a","yes","u","dadu","Training","alveolar","TrainingItems",0,25,25,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/tapa.wav","no","t","p","a","yes","a","tapa","Training","alveolar","TrainingItems",0,26,26,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/bibu.wav","yes","b","b","i","yes","u","bibu","Training","bilabial","TrainingItems",0,27,27,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/vuzi.wav","yes","v","z","u","no","i","vuzi","Training","bilabial","TrainingItems",0,28,28,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
"Recordings/bidi.wav","yes","b","d","i","yes","i","bidi","Training","bilabial","TrainingItems",0,29,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,19,60.9306872873,"French","American English","VSH_Exp2","2016_Mar_22_1751",NA
