"SOUND","VOICING","SEGMENT","SEGMENT3","SEGMENT2","STOP","SEGMENT4","STIMULUS","GENERAL_TYPE","PLACE","TYPE","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","SpaceBar.keys","SpaceBar.rt","key_resp_2.keys","key_resp_2.rt","rating.response","rating.rt","participant","Gender","Age","frameRate","OtherLanguages","NativeLanguage","expName","date","X34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"space",1.17026185989,NA,NA,NA,NA,1,FALSE,20,59.8615890287,2,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/duda.wav","yes","d","d","u","yes","a","duda","Training","alveolar","TrainingItems",0,0,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,20,59.8615890287,2,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/duba.wav","yes","d","b","u","yes","a","duba","Training","alveolar","TrainingItems",0,1,1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,20,59.8615890287,2,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/vazi.wav","yes","v","z","a","no","i","vazi","Training","bilabial","TrainingItems",0,2,2,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,20,59.8615890287,2,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/dubu.wav","yes","d","b","u","yes","u","dubu","Training","alveolar","TrainingItems",0,3,3,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,20,59.8615890287,2,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/bibi.wav","yes","b","b","i","yes","i","bibi","Training","bilabial","TrainingItems",0,4,4,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,20,59.8615890287,2,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/vavi.wav","yes","v","v","a","no","i","vavi","Training","bilabial","TrainingItems",0,5,5,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,20,59.8615890287,2,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/viza.wav","yes","v","z","i","no","a","viza","Training","bilabial","TrainingItems",0,6,6,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,20,59.8615890287,2,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/vivi.wav","yes","v","v","i","no","i","vivi","Training","bilabial","TrainingItems",0,7,7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,20,59.8615890287,2,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/dubi.wav","yes","d","b","u","yes","i","dubi","Training","alveolar","TrainingItems",0,8,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,20,59.8615890287,2,"American English","VSH_Exp2","2016_Feb_23_1737",NA
