"SOUND","VOICING","SEGMENT","SEGMENT3","SEGMENT2","STOP","SEGMENT4","STIMULUS","GENERAL_TYPE","PLACE","TYPE","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","SpaceBar.keys","SpaceBar.rt","key_resp_2.keys","key_resp_2.rt","rating.response","rating.rt","participant","Gender","Age","frameRate","OtherLanguages","NativeLanguage","expName","date","X34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"space",20.45550704,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/sisu.wav","no","s","s","i","no","u","sisu","Training","alveolar","TrainingItems",0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/bada.wav","yes","b","d","a","yes","a","bada","Training","bilabial","TrainingItems",0,1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/fisi.wav","no","f","s","i","no","i","fisi","Training","bilabial","TrainingItems",0,2,2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/sufa.wav","no","s","f","u","no","a","sufa","Training","alveolar","TrainingItems",0,3,3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/duda.wav","yes","d","d","u","yes","a","duda","Training","alveolar","TrainingItems",0,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/tutu.wav","no","t","t","u","yes","u","tutu","Training","alveolar","TrainingItems",0,5,5,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/baba.wav","yes","b","b","a","yes","a","baba","Training","bilabial","TrainingItems",0,6,6,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/vava.wav","yes","v","v","a","no","a","vava","Training","bilabial","TrainingItems",0,7,7,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/tatu.wav","no","t","t","a","yes","u","tatu","Training","alveolar","TrainingItems",0,8,8,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/bidi.wav","yes","b","d","i","yes","i","bidi","Training","bilabial","TrainingItems",0,9,9,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/titi.wav","no","t","t","i","yes","i","titi","Training","alveolar","TrainingItems",0,10,10,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/budi.wav","yes","b","d","u","yes","i","budi","Training","bilabial","TrainingItems",0,11,11,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/buda.wav","yes","b","d","u","yes","a","buda","Training","bilabial","TrainingItems",0,12,12,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/zuva.wav","yes","z","v","u","no","a","zuva","Training","alveolar","TrainingItems",0,13,13,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/daba.wav","yes","d","b","a","yes","a","daba","Training","alveolar","TrainingItems",0,14,14,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/babu.wav","yes","b","b","a","yes","u","babu","Training","bilabial","TrainingItems",0,15,15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/tati.wav","no","t","t","a","yes","i","tati","Training","alveolar","TrainingItems",0,16,16,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/bubu.wav","yes","b","b","u","yes","u","bubu","Training","bilabial","TrainingItems",0,17,17,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/ziva.wav","yes","z","v","i","no","a","ziva","Training","alveolar","TrainingItems",0,18,18,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/fufa.wav","no","f","f","u","no","a","fufa","Training","bilabial","TrainingItems",0,19,19,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/viza.wav","yes","v","z","i","no","a","viza","Training","bilabial","TrainingItems",0,20,20,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/safu.wav","no","s","f","a","no","u","safu","Training","alveolar","TrainingItems",0,21,21,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/vivi.wav","yes","v","v","i","no","i","vivi","Training","bilabial","TrainingItems",0,22,22,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/sisi.wav","no","s","s","i","no","i","sisi","Training","alveolar","TrainingItems",0,23,23,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/zivi.wav","yes","z","v","i","no","i","zivi","Training","alveolar","TrainingItems",0,24,24,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/dubu.wav","yes","d","b","u","yes","u","dubu","Training","alveolar","TrainingItems",0,25,25,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/vuvu.wav","yes","v","v","u","no","u","vuvu","Training","bilabial","TrainingItems",0,26,26,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
"Recordings/fusi.wav","no","f","s","u","no","i","fusi","Training","bilabial","TrainingItems",0,27,27,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,20,59.9097276976,"Chinese","American English","VSH_Exp2","2016_Mar_02_1818",NA
