"SOUND","VOICING","SEGMENT","SEGMENT3","SEGMENT2","STOP","SEGMENT4","STIMULUS","GENERAL_TYPE","PLACE","TYPE","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","SpaceBar.keys","SpaceBar.rt","key_resp_2.keys","key_resp_2.rt","rating.response","rating.rt","participant","Gender","Age","frameRate","OtherLanguages","NativeLanguage","expName","date","X34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"space",6.55734801292,NA,NA,NA,NA,23,FALSE,18,59.8458730886,NA,"American English","VSH_Exp2","2016_Mar_03_1205",NA
"Recordings/vuvu.wav","yes","v","v","u","no","u","vuvu","Training","bilabial","TrainingItems",0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,18,59.8458730886,NA,"American English","VSH_Exp2","2016_Mar_03_1205",NA
"Recordings/vuvi.wav","yes","v","v","u","no","i","vuvi","Training","bilabial","TrainingItems",0,1,1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,18,59.8458730886,NA,"American English","VSH_Exp2","2016_Mar_03_1205",NA
"Recordings/baba.wav","yes","b","b","a","yes","a","baba","Training","bilabial","TrainingItems",0,2,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,18,59.8458730886,NA,"American English","VSH_Exp2","2016_Mar_03_1205",NA
"Recordings/sasi.wav","no","s","s","a","no","i","sasi","Training","alveolar","TrainingItems",0,3,3,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,18,59.8458730886,NA,"American English","VSH_Exp2","2016_Mar_03_1205",NA
"Recordings/dabu.wav","yes","d","b","a","yes","u","dabu","Training","alveolar","TrainingItems",0,4,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,18,59.8458730886,NA,"American English","VSH_Exp2","2016_Mar_03_1205",NA
"Recordings/didi.wav","yes","d","d","i","yes","i","didi","Training","alveolar","TrainingItems",0,5,5,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,18,59.8458730886,NA,"American English","VSH_Exp2","2016_Mar_03_1205",NA
"Recordings/tati.wav","no","t","t","a","yes","i","tati","Training","alveolar","TrainingItems",0,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,18,59.8458730886,NA,"American English","VSH_Exp2","2016_Mar_03_1205",NA
"Recordings/piti.wav","no","p","t","i","yes","i","piti","Training","bilabial","TrainingItems",0,7,7,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,18,59.8458730886,NA,"American English","VSH_Exp2","2016_Mar_03_1205",NA
"Recordings/dada.wav","yes","d","d","a","yes","a","dada","Training","alveolar","TrainingItems",0,8,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,18,59.8458730886,NA,"American English","VSH_Exp2","2016_Mar_03_1205",NA
"Recordings/dubu.wav","yes","d","b","u","yes","u","dubu","Training","alveolar","TrainingItems",0,9,9,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,18,59.8458730886,NA,"American English","VSH_Exp2","2016_Mar_03_1205",NA
"Recordings/tatu.wav","no","t","t","a","yes","u","tatu","Training","alveolar","TrainingItems",0,10,10,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,18,59.8458730886,NA,"American English","VSH_Exp2","2016_Mar_03_1205",NA
"Recordings/pata.wav","no","p","t","a","yes","a","pata","Training","bilabial","TrainingItems",0,11,11,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,18,59.8458730886,NA,"American English","VSH_Exp2","2016_Mar_03_1205",NA
"Recordings/vavu.wav","yes","v","v","a","no","u","vavu","Training","bilabial","TrainingItems",0,12,12,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,18,59.8458730886,NA,"American English","VSH_Exp2","2016_Mar_03_1205",NA
