"SOUND","VOICING","SEGMENT","SEGMENT3","SEGMENT2","STOP","SEGMENT4","STIMULUS","GENERAL_TYPE","PLACE","TYPE","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","SpaceBar.keys","SpaceBar.rt","key_resp_2.keys","key_resp_2.rt","rating.response","rating.rt","participant","Gender","Age","frameRate","OtherLanguages","NativeLanguage","expName","date","X34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"space",7.47630500793,NA,NA,NA,NA,12,"M",22,59.8555237478,"German 1 yr, Spanish 3 yrs.","American English","VSH_Exp2","2016_Feb_23_1835",NA
"Recordings/titu.wav","no","t","t","i","yes","u","titu","Training","alveolar","TrainingItems",0,0,0,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"M",22,59.8555237478,"German 1 yr, Spanish 3 yrs.","American English","VSH_Exp2","2016_Feb_23_1835",NA
"Recordings/tuta.wav","no","t","t","u","yes","a","tuta","Training","alveolar","TrainingItems",0,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"M",22,59.8555237478,"German 1 yr, Spanish 3 yrs.","American English","VSH_Exp2","2016_Feb_23_1835",NA
"Recordings/viza.wav","yes","v","z","i","no","a","viza","Training","bilabial","TrainingItems",0,2,2,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"M",22,59.8555237478,"German 1 yr, Spanish 3 yrs.","American English","VSH_Exp2","2016_Feb_23_1835",NA
"Recordings/zavi.wav","yes","z","v","a","no","i","zavi","Training","alveolar","TrainingItems",0,3,3,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"M",22,59.8555237478,"German 1 yr, Spanish 3 yrs.","American English","VSH_Exp2","2016_Feb_23_1835",NA
"Recordings/dudu.wav","yes","d","d","u","yes","u","dudu","Training","alveolar","TrainingItems",0,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"M",22,59.8555237478,"German 1 yr, Spanish 3 yrs.","American English","VSH_Exp2","2016_Feb_23_1835",NA
"Recordings/bidi.wav","yes","b","d","i","yes","i","bidi","Training","bilabial","TrainingItems",0,5,5,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"M",22,59.8555237478,"German 1 yr, Spanish 3 yrs.","American English","VSH_Exp2","2016_Feb_23_1835",NA
"Recordings/sisa.wav","no","s","s","i","no","a","sisa","Training","alveolar","TrainingItems",0,6,6,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"M",22,59.8555237478,"German 1 yr, Spanish 3 yrs.","American English","VSH_Exp2","2016_Feb_23_1835",NA
"Recordings/vuvi.wav","yes","v","v","u","no","i","vuvi","Training","bilabial","TrainingItems",0,7,7,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"M",22,59.8555237478,"German 1 yr, Spanish 3 yrs.","American English","VSH_Exp2","2016_Feb_23_1835",NA
"Recordings/vazu.wav","yes","v","z","a","no","u","vazu","Training","bilabial","TrainingItems",0,8,8,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"M",22,59.8555237478,"German 1 yr, Spanish 3 yrs.","American English","VSH_Exp2","2016_Feb_23_1835",NA
"Recordings/fifi.wav","no","f","f","i","no","i","fifi","Training","bilabial","TrainingItems",0,9,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"M",22,59.8555237478,"German 1 yr, Spanish 3 yrs.","American English","VSH_Exp2","2016_Feb_23_1835",NA
"Recordings/patu.wav","no","p","t","a","yes","u","patu","Training","bilabial","TrainingItems",0,10,10,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"M",22,59.8555237478,"German 1 yr, Spanish 3 yrs.","American English","VSH_Exp2","2016_Feb_23_1835",NA
"Recordings/buba.wav","yes","b","b","u","yes","a","buba","Training","bilabial","TrainingItems",0,11,11,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"M",22,59.8555237478,"German 1 yr, Spanish 3 yrs.","American English","VSH_Exp2","2016_Feb_23_1835",NA
"Recordings/sasi.wav","no","s","s","a","no","i","sasi","Training","alveolar","TrainingItems",0,12,12,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"M",22,59.8555237478,"German 1 yr, Spanish 3 yrs.","American English","VSH_Exp2","2016_Feb_23_1835",NA
"Recordings/tipi.wav","no","t","p","i","yes","i","tipi","Training","alveolar","TrainingItems",0,13,13,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"M",22,59.8555237478,"German 1 yr, Spanish 3 yrs.","American English","VSH_Exp2","2016_Feb_23_1835",NA
