"SOUND","VOICING","SEGMENT","SEGMENT3","SEGMENT2","STOP","SEGMENT4","STIMULUS","GENERAL_TYPE","PLACE","TYPE","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","SpaceBar.keys","SpaceBar.rt","key_resp_2.keys","key_resp_2.rt","rating.response","rating.rt","participant","Gender","Age","frameRate","OtherLanguages","NativeLanguage","expName","date","X34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"space",15.652269125,NA,NA,NA,NA,4,FALSE,18,59.3379642074,NA,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/zivi.wav","yes","z","v","i","no","i","zivi","Training","alveolar","TrainingItems",0,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,18,59.3379642074,NA,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/fifi.wav","no","f","f","i","no","i","fifi","Training","bilabial","TrainingItems",0,1,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,18,59.3379642074,NA,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/babi.wav","yes","b","b","a","yes","i","babi","Training","bilabial","TrainingItems",0,2,2,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,18,59.3379642074,NA,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/fufi.wav","no","f","f","u","no","i","fufi","Training","bilabial","TrainingItems",0,3,3,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,18,59.3379642074,NA,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/vuvi.wav","yes","v","v","u","no","i","vuvi","Training","bilabial","TrainingItems",0,4,4,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,18,59.3379642074,NA,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/susa.wav","no","s","s","u","no","a","susa","Training","alveolar","TrainingItems",0,5,5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,18,59.3379642074,NA,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/vazu.wav","yes","v","z","a","no","u","vazu","Training","bilabial","TrainingItems",0,6,6,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,18,59.3379642074,NA,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/dabu.wav","yes","d","b","a","yes","u","dabu","Training","alveolar","TrainingItems",0,7,7,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,18,59.3379642074,NA,"American English","VSH_Exp2","2016_Feb_23_1737",NA
"Recordings/bida.wav","yes","b","d","i","yes","a","bida","Training","bilabial","TrainingItems",0,8,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,18,59.3379642074,NA,"American English","VSH_Exp2","2016_Feb_23_1737",NA
