"SOUND","VOICING","SEGMENT","SEGMENT3","SEGMENT2","STOP","SEGMENT4","STIMULUS","GENERAL_TYPE","PLACE","TYPE","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","SpaceBar.keys","SpaceBar.rt","key_resp_2.keys","key_resp_2.rt","rating.response","rating.rt","participant","Gender","Age","frameRate","OtherLanguages","NativeLanguage","expName","date","X34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"space",1.70373392105,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/bubi.wav","yes","b","b","u","yes","i","bubi","Training","bilabial","TrainingItems",0,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/sisa.wav","no","s","s","i","no","a","sisa","Training","alveolar","TrainingItems",0,1,1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/fifu.wav","no","f","f","i","no","u","fifu","Training","bilabial","TrainingItems",0,2,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/sasu.wav","no","s","s","a","no","u","sasu","Training","alveolar","TrainingItems",0,3,3,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/fifi.wav","no","f","f","i","no","i","fifi","Training","bilabial","TrainingItems",0,4,4,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/tuta.wav","no","t","t","u","yes","a","tuta","Training","alveolar","TrainingItems",0,5,5,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/pupu.wav","no","p","p","u","yes","u","pupu","Training","bilabial","TrainingItems",0,6,6,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/zazi.wav","yes","z","z","a","no","i","zazi","Training","alveolar","TrainingItems",0,7,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/viva.wav","yes","v","v","i","no","a","viva","Training","bilabial","TrainingItems",0,8,8,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/babi.wav","yes","b","b","a","yes","i","babi","Training","bilabial","TrainingItems",0,9,9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/bubu.wav","yes","b","b","u","yes","u","bubu","Training","bilabial","TrainingItems",0,10,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/susa.wav","no","s","s","u","no","a","susa","Training","alveolar","TrainingItems",0,11,11,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/fusi.wav","no","f","s","u","no","i","fusi","Training","bilabial","TrainingItems",0,12,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/dudu.wav","yes","d","d","u","yes","u","dudu","Training","alveolar","TrainingItems",0,13,13,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/dubi.wav","yes","d","b","u","yes","i","dubi","Training","alveolar","TrainingItems",0,14,14,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/fusu.wav","no","f","s","u","no","u","fusu","Training","bilabial","TrainingItems",0,15,15,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/titi.wav","no","t","t","i","yes","i","titi","Training","alveolar","TrainingItems",0,16,16,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/dibi.wav","yes","d","b","i","yes","i","dibi","Training","alveolar","TrainingItems",0,17,17,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/vuvi.wav","yes","v","v","u","no","i","vuvi","Training","bilabial","TrainingItems",0,18,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
"Recordings/vizi.wav","yes","v","z","i","no","i","vizi","Training","bilabial","TrainingItems",0,19,19,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,18,59.9998855593,"Polish","American English","VSH_Exp2","2016_Mar_23_1803",NA
