"SOUND","VOICING","SEGMENT","SEGMENT3","SEGMENT2","STOP","SEGMENT4","STIMULUS","GENERAL_TYPE","PLACE","TYPE","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","SpaceBar.keys","SpaceBar.rt","key_resp_2.keys","key_resp_2.rt","rating.response","rating.rt","participant","Gender","Age","frameRate","OtherLanguages","NativeLanguage","expName","date","X34"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"space",1.46729397774,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/ziza.wav","yes","z","z","i","no","a","ziza","Training","alveolar","TrainingItems",0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/budu.wav","yes","b","d","u","yes","u","budu","Training","bilabial","TrainingItems",0,1,1,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/badu.wav","yes","b","d","a","yes","u","badu","Training","bilabial","TrainingItems",0,2,2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/diba.wav","yes","d","b","i","yes","a","diba","Training","alveolar","TrainingItems",0,3,3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/viva.wav","yes","v","v","i","no","a","viva","Training","bilabial","TrainingItems",0,4,4,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/vazu.wav","yes","v","z","a","no","u","vazu","Training","bilabial","TrainingItems",0,5,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/tati.wav","no","t","t","a","yes","i","tati","Training","alveolar","TrainingItems",0,6,6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/fafi.wav","no","f","f","a","no","i","fafi","Training","bilabial","TrainingItems",0,7,7,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/tuta.wav","no","t","t","u","yes","a","tuta","Training","alveolar","TrainingItems",0,8,8,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/duda.wav","yes","d","d","u","yes","a","duda","Training","alveolar","TrainingItems",0,9,9,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/fasu.wav","no","f","s","a","no","u","fasu","Training","bilabial","TrainingItems",0,10,10,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/fifa.wav","no","f","f","i","no","a","fifa","Training","bilabial","TrainingItems",0,11,11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/zava.wav","yes","z","v","a","no","a","zava","Training","alveolar","TrainingItems",0,12,12,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/sufa.wav","no","s","f","u","no","a","sufa","Training","alveolar","TrainingItems",0,13,13,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/dudu.wav","yes","d","d","u","yes","u","dudu","Training","alveolar","TrainingItems",0,14,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/zuvu.wav","yes","z","v","u","no","u","zuvu","Training","alveolar","TrainingItems",0,15,15,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/babu.wav","yes","b","b","a","yes","u","babu","Training","bilabial","TrainingItems",0,16,16,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/papa.wav","no","p","p","a","yes","a","papa","Training","bilabial","TrainingItems",0,17,17,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/tita.wav","no","t","t","i","yes","a","tita","Training","alveolar","TrainingItems",0,18,18,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/fisa.wav","no","f","s","i","no","a","fisa","Training","bilabial","TrainingItems",0,19,19,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/zuzu.wav","yes","z","z","u","no","u","zuzu","Training","alveolar","TrainingItems",0,20,20,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/zuva.wav","yes","z","v","u","no","a","zuva","Training","alveolar","TrainingItems",0,21,21,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/tata.wav","no","t","t","a","yes","a","tata","Training","alveolar","TrainingItems",0,22,22,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/bada.wav","yes","b","d","a","yes","a","bada","Training","bilabial","TrainingItems",0,23,23,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/badi.wav","yes","b","d","a","yes","i","badi","Training","bilabial","TrainingItems",0,24,24,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/buda.wav","yes","b","d","u","yes","a","buda","Training","bilabial","TrainingItems",0,25,25,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/vava.wav","yes","v","v","a","no","a","vava","Training","bilabial","TrainingItems",0,26,26,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/babi.wav","yes","b","b","a","yes","i","babi","Training","bilabial","TrainingItems",0,27,27,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/sufi.wav","no","s","f","u","no","i","sufi","Training","alveolar","TrainingItems",0,28,28,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/vuva.wav","yes","v","v","u","no","a","vuva","Training","bilabial","TrainingItems",0,29,29,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/vuza.wav","yes","v","z","u","no","a","vuza","Training","bilabial","TrainingItems",0,30,30,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/fufu.wav","no","f","f","u","no","u","fufu","Training","bilabial","TrainingItems",0,31,31,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/sufu.wav","no","s","f","u","no","u","sufu","Training","alveolar","TrainingItems",0,32,32,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/zizu.wav","yes","z","z","i","no","u","zizu","Training","alveolar","TrainingItems",0,33,33,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/fafu.wav","no","f","f","a","no","u","fafu","Training","bilabial","TrainingItems",0,34,34,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/ziva.wav","yes","z","v","i","no","a","ziva","Training","alveolar","TrainingItems",0,35,35,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/sifa.wav","no","s","f","i","no","a","sifa","Training","alveolar","TrainingItems",0,36,36,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/pupi.wav","no","p","p","u","yes","i","pupi","Training","bilabial","TrainingItems",0,37,37,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/safi.wav","no","s","f","a","no","i","safi","Training","alveolar","TrainingItems",0,38,38,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/daba.wav","yes","d","b","a","yes","a","daba","Training","alveolar","TrainingItems",0,39,39,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/vivu.wav","yes","v","v","i","no","u","vivu","Training","bilabial","TrainingItems",0,40,40,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/didu.wav","yes","d","d","i","yes","u","didu","Training","alveolar","TrainingItems",0,41,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/dibu.wav","yes","d","b","i","yes","u","dibu","Training","alveolar","TrainingItems",0,42,42,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/dadu.wav","yes","d","d","a","yes","u","dadu","Training","alveolar","TrainingItems",0,43,43,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/zavu.wav","yes","z","v","a","no","u","zavu","Training","alveolar","TrainingItems",0,44,44,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/dabu.wav","yes","d","b","a","yes","u","dabu","Training","alveolar","TrainingItems",0,45,45,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/pipa.wav","no","p","p","i","yes","a","pipa","Training","bilabial","TrainingItems",0,46,46,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/sasu.wav","no","s","s","a","no","u","sasu","Training","alveolar","TrainingItems",0,47,47,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/fisi.wav","no","f","s","i","no","i","fisi","Training","bilabial","TrainingItems",0,48,48,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/pupa.wav","no","p","p","u","yes","a","pupa","Training","bilabial","TrainingItems",0,49,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/vavi.wav","yes","v","v","a","no","i","vavi","Training","bilabial","TrainingItems",0,50,50,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/fasa.wav","no","f","s","a","no","a","fasa","Training","bilabial","TrainingItems",0,51,51,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/sifi.wav","no","s","f","i","no","i","sifi","Training","alveolar","TrainingItems",0,52,52,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/susa.wav","no","s","s","u","no","a","susa","Training","alveolar","TrainingItems",0,53,53,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/sisi.wav","no","s","s","i","no","i","sisi","Training","alveolar","TrainingItems",0,54,54,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/safa.wav","no","s","f","a","no","a","safa","Training","alveolar","TrainingItems",0,55,55,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/vizi.wav","yes","v","z","i","no","i","vizi","Training","bilabial","TrainingItems",0,56,56,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/dibi.wav","yes","d","b","i","yes","i","dibi","Training","alveolar","TrainingItems",0,57,57,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/bida.wav","yes","b","d","i","yes","a","bida","Training","bilabial","TrainingItems",0,58,58,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/bidi.wav","yes","b","d","i","yes","i","bidi","Training","bilabial","TrainingItems",0,59,59,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/bubi.wav","yes","b","b","u","yes","i","bubi","Training","bilabial","TrainingItems",0,60,60,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/vuvi.wav","yes","v","v","u","no","i","vuvi","Training","bilabial","TrainingItems",0,61,61,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/pipu.wav","no","p","p","i","yes","u","pipu","Training","bilabial","TrainingItems",0,62,62,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
"Recordings/zaza.wav","yes","z","z","a","no","a","zaza","Training","alveolar","TrainingItems",0,63,63,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,FALSE,18,59.8483495096,NA,"American English","VSH_Exp2","2016_Mar_23_1907",NA
